,h2h,loser,round,score,start_date,tournament_link,tournament_name,winner
0,H2H 7-5,Richey Reneberg,F,6-4 6-7 6-1,1994-01-03,https://matchstat.com/tennis/tournaments/m/Oahu/1994,Oahu,Wayne Ferreira
1,H2H 2-0,Jonathan Stark,SF,4-6 6-4 6-4,1994-01-03,https://matchstat.com/tennis/tournaments/m/Oahu/1994,Oahu,Wayne Ferreira
2,H2H 1-2,Robbie Weiss,SF,6-3 6-2,1994-01-03,https://matchstat.com/tennis/tournaments/m/Oahu/1994,Oahu,Richey Reneberg
3,H2H 2-1,Patrick McEnroe,QF,6-4 6-4,1994-01-03,https://matchstat.com/tennis/tournaments/m/Oahu/1994,Oahu,Wayne Ferreira
4,H2H 1-3,Brad Gilbert,QF,7-6 7-6,1994-01-03,https://matchstat.com/tennis/tournaments/m/Oahu/1994,Oahu,Jonathan Stark
5,H2H 3-2,Jimmy Arias,QF,6-0 2-6 6-3,1994-01-03,https://matchstat.com/tennis/tournaments/m/Oahu/1994,Oahu,Robbie Weiss
6,H2H 2-1,Renzo Furlan,QF,6-4 6-2,1994-01-03,https://matchstat.com/tennis/tournaments/m/Oahu/1994,Oahu,Richey Reneberg
7,H2H 2-0,Jim Grabb,R16,6-7 6-2 7-6,1994-01-03,https://matchstat.com/tennis/tournaments/m/Oahu/1994,Oahu,Wayne Ferreira
8,H2H 2-1,Jared Palmer,R16,4-6 6-4 6-2,1994-01-03,https://matchstat.com/tennis/tournaments/m/Oahu/1994,Oahu,Patrick McEnroe
9,H2H 5-0,Patrik Kuhnen,R16,6-4 6-3,1994-01-03,https://matchstat.com/tennis/tournaments/m/Oahu/1994,Oahu,Brad Gilbert
10,H2H 1-0,Axel Finnberg,R16,6-4 6-4,1994-01-03,https://matchstat.com/tennis/tournaments/m/Oahu/1994,Oahu,Jonathan Stark
11,H2H 2-0,Michael Joyce,R16,6-1 6-2,1994-01-03,https://matchstat.com/tennis/tournaments/m/Oahu/1994,Oahu,Jimmy Arias
12,H2H 1-1,Jean-Philippe Fleurian,R16,2-6 6-3 7-6,1994-01-03,https://matchstat.com/tennis/tournaments/m/Oahu/1994,Oahu,Robbie Weiss
13,H2H 3-1,Cristiano Caratti,R16,6-3 7-6,1994-01-03,https://matchstat.com/tennis/tournaments/m/Oahu/1994,Oahu,Renzo Furlan
14,H2H 1-0,Doug Flach,R16,6-3 6-3,1994-01-03,https://matchstat.com/tennis/tournaments/m/Oahu/1994,Oahu,Richey Reneberg
15,H2H 4-0,Markus Zoecke,R32,4-6 7-6 6-1,1994-01-03,https://matchstat.com/tennis/tournaments/m/Oahu/1994,Oahu,Wayne Ferreira
16,H2H 1-2,Kevin Ullyett,R32,4-6 6-3 7-6,1994-01-03,https://matchstat.com/tennis/tournaments/m/Oahu/1994,Oahu,Jim Grabb
17,H2H 3-1,Maurice Ruah,R32,6-3 6-4,1994-01-03,https://matchstat.com/tennis/tournaments/m/Oahu/1994,Oahu,Jared Palmer
18,H2H 1-0,Neil Borwick,R32,6-2 6-3,1994-01-03,https://matchstat.com/tennis/tournaments/m/Oahu/1994,Oahu,Patrick McEnroe
19,H2H 3-0,Brad Pearce,R32,4-6 6-4 7-5,1994-01-03,https://matchstat.com/tennis/tournaments/m/Oahu/1994,Oahu,Brad Gilbert
20,H2H 1-0,Lars Jonsson,R32,6-3 6-1,1994-01-03,https://matchstat.com/tennis/tournaments/m/Oahu/1994,Oahu,Patrik Kuhnen
21,H2H 1-1,Chris Pridham,R32,6-4 6-4,1994-01-03,https://matchstat.com/tennis/tournaments/m/Oahu/1994,Oahu,Axel Finnberg
